Email_ID,Age_Group,Gender,Region,Device_Used,Previous_Hulu_Subscription_Length,Preferred_Genre,Subscription_Status,Hulu_Watch_Time,Hulu_Subscription_Date,Hulu_Cancellation_Date
22794,25-34,Undisclosed,Asia,,43,Thriller,Not Subscribed,20487,2023-01-01,
22795,55+,Undisclosed,Africa,TV,28,Fantasy,Not Subscribed,26347,2022-12-08,2024-02-13
22796,45-54,,North America,Tablet,33,Fantasy,Not Subscribed,81055,2022-10-05,
22797,35-44,Female,Asia,Tablet,58,Fantasy,Not Subscribed,13227,2023-07-26,2024-07-27
22798,55+,,North America,Tablet,59,Thriller,Not Subscribed,62170,2023-08-17,2023-09-13
22799,35-44,Male,South America,TV,1,Thriller,Subscribed,75438,2021-11-13,
22800,18-24,Female,Africa,Tablet,3,Fantasy,Not Subscribed,53385,2023-07-06,2023-11-10
22801,35-44,Undisclosed,Africa,Tablet,21,Thriller,Subscribed,46256,2023-03-18,2023-07-28
22802,18-24,Female,Asia,Mobile,9,Thriller,Not Subscribed,13283,2021-11-25,
22803,45-54,Undisclosed,South America,,59,Sci-Fi,Subscribed,18486,2022-08-19,2023-05-01
22804,18-24,Male,South America,TV,18,Comedy,Not Subscribed,96464,2023-05-29,
22805,35-44,Undisclosed,Asia,Tablet,50,Action,Subscribed,72536,2022-06-27,
22806,35-44,Female,South America,TV,5,Sci-Fi,Not Subscribed,15609,2022-12-21,
22807,45-54,Undisclosed,North America,,57,Thriller,Not Subscribed,59358,2022-07-30,
22808,18-24,Male,Europe,Tablet,57,Sci-Fi,Not Subscribed,41207,2022-02-14,
22809,18-24,Undisclosed,Europe,Tablet,1,Comedy,Subscribed,45954,2022-10-17,
22810,25-34,Female,South America,Tablet,32,Comedy,Not Subscribed,95809,2023-01-14,2024-02-21
22811,55+,Male,South America,TV,17,Fantasy,Subscribed,41080,2021-10-07,
22812,25-34,Female,Asia,Mobile,37,Action,Not Subscribed,93889,2021-10-26,2022-05-19
22813,55+,,North America,TV,7,Drama,Not Subscribed,78766,2022-10-09,2023-08-08
22814,35-44,Male,Europe,Mobile,57,Fantasy,Not Subscribed,48054,2021-12-01,2024-06-27
22815,35-44,Undisclosed,North America,Tablet,50,Comedy,Not Subscribed,17016,2021-09-29,2021-10-02
22816,55+,Undisclosed,Africa,Tablet,51,Action,Subscribed,70496,2023-01-27,2023-11-20
22817,35-44,Female,North America,Mobile,26,Action,Subscribed,56828,2023-07-10,
22818,18-24,Undisclosed,South America,TV,23,Comedy,Not Subscribed,75043,2022-12-24,2023-05-31
22819,35-44,,North America,TV,14,Drama,Not Subscribed,89037,2021-12-26,2023-02-03
22820,35-44,,North America,TV,6,Action,Not Subscribed,56378,2023-06-29,2023-09-27
22821,35-44,Male,Africa,Tablet,36,Sci-Fi,Subscribed,17306,2023-01-29,
22822,45-54,,Europe,TV,55,Action,Subscribed,36484,2022-01-25,2023-05-25
22823,35-44,Female,Africa,,34,Thriller,Subscribed,82769,2023-06-13,2023-10-19
22824,35-44,,South America,Tablet,30,Drama,Not Subscribed,63013,2021-12-10,
22825,45-54,Undisclosed,Africa,Mobile,4,Drama,Not Subscribed,95140,2023-06-21,2024-03-30
22826,55+,Undisclosed,Asia,Mobile,43,Action,Not Subscribed,24689,2023-02-28,2024-07-24
22827,45-54,Male,Asia,Mobile,56,Comedy,Not Subscribed,11757,2022-01-29,
22828,55+,Male,Africa,TV,22,Fantasy,Not Subscribed,3303,2022-08-16,2022-12-05
22829,45-54,Male,North America,TV,49,Drama,Subscribed,78444,2023-02-02,
22830,35-44,Male,North America,Tablet,26,Sci-Fi,Not Subscribed,72102,2022-04-16,2024-08-07
22831,45-54,Undisclosed,Europe,Mobile,44,Drama,Not Subscribed,82326,2021-12-22,2023-04-25
22832,25-34,Undisclosed,North America,Mobile,23,Thriller,Not Subscribed,27790,2022-02-04,
22833,45-54,Female,Africa,TV,7,Fantasy,Not Subscribed,51937,2022-12-01,
22834,35-44,Female,Asia,Tablet,36,Comedy,Subscribed,90951,2022-06-21,2023-10-25
22835,45-54,Female,North America,Tablet,58,Comedy,Subscribed,44802,2022-05-24,2022-08-13
22836,18-24,Undisclosed,Africa,Mobile,36,Fantasy,Subscribed,99983,2021-09-28,
22837,45-54,Female,North America,Mobile,11,Comedy,Not Subscribed,66840,2022-03-13,2023-09-03
22838,45-54,Male,Europe,Tablet,12,Fantasy,Not Subscribed,29409,2022-03-31,2024-06-14
22839,45-54,Female,Europe,Mobile,21,Sci-Fi,Subscribed,19740,2023-06-01,2024-05-14
22840,45-54,Female,South America,TV,56,Thriller,Not Subscribed,47984,2023-04-18,2024-04-15
22841,25-34,Female,Europe,Tablet,6,Thriller,Not Subscribed,3174,2022-02-16,2022-12-24
22842,18-24,Undisclosed,Europe,Mobile,60,Thriller,Subscribed,8471,2022-03-31,
22843,55+,Male,North America,Tablet,3,Drama,Subscribed,3617,2022-02-03,
22844,55+,Female,South America,Tablet,26,Action,Subscribed,33920,2023-06-10,
22845,55+,Male,South America,Tablet,19,Drama,Not Subscribed,99772,2022-12-04,
22846,55+,Undisclosed,Europe,Tablet,5,Comedy,Not Subscribed,84434,2021-10-06,
22847,35-44,Undisclosed,North America,Tablet,51,Comedy,Subscribed,90410,2022-12-18,
22848,25-34,Undisclosed,Asia,,7,Fantasy,Not Subscribed,69499,2023-07-16,2023-10-31
22849,45-54,Undisclosed,South America,Mobile,33,Thriller,Not Subscribed,22905,2021-11-12,
22850,45-54,Male,Europe,Tablet,60,Fantasy,Subscribed,35706,2023-08-02,2024-08-12
22851,45-54,Undisclosed,Asia,Mobile,57,Thriller,Not Subscribed,15345,2022-08-03,
22852,55+,Female,Europe,Mobile,20,Drama,Not Subscribed,35442,2022-09-02,
22853,35-44,Female,Asia,Mobile,16,Drama,Not Subscribed,21871,2023-04-28,2023-10-05
22854,35-44,Female,South America,Mobile,32,Thriller,Not Subscribed,31377,2021-12-02,
22855,35-44,Undisclosed,Europe,Mobile,51,Comedy,Not Subscribed,60202,2022-01-14,2024-03-08
22856,18-24,Undisclosed,Africa,Mobile,41,Action,Not Subscribed,48315,2022-10-29,
22857,18-24,Undisclosed,Europe,Mobile,29,Comedy,Not Subscribed,92900,2022-04-05,
22858,45-54,Male,Europe,Tablet,6,Sci-Fi,Subscribed,12858,2022-05-27,2024-07-04
22859,25-34,Female,North America,TV,49,Drama,Not Subscribed,47400,2022-02-17,2023-09-04
22860,25-34,Undisclosed,North America,TV,13,Sci-Fi,Subscribed,53803,2021-12-11,
22861,18-24,Male,South America,Tablet,41,Sci-Fi,Subscribed,5734,2023-03-15,
22862,25-34,Female,Asia,Mobile,6,Drama,Subscribed,80321,2021-10-23,
22863,55+,,Europe,TV,24,Comedy,Not Subscribed,66127,2021-11-05,
22864,18-24,Female,North America,,41,Drama,Not Subscribed,66374,2022-12-21,2023-05-22
22865,45-54,Male,Europe,Tablet,4,Sci-Fi,Subscribed,92557,2023-03-09,
22866,55+,Female,South America,TV,42,Fantasy,Not Subscribed,13397,2023-04-27,2023-11-08
22867,25-34,Undisclosed,North America,TV,29,Action,Subscribed,35836,2022-09-08,2023-05-09
22868,25-34,Female,Europe,Mobile,15,Fantasy,Not Subscribed,76607,2022-12-25,2024-03-08
22869,25-34,,Asia,Tablet,15,Sci-Fi,Not Subscribed,29510,2023-03-16,2023-05-25
22870,18-24,Undisclosed,Asia,TV,53,Action,Not Subscribed,5291,2021-10-29,2022-02-06
22871,35-44,Undisclosed,Asia,Tablet,22,Fantasy,Not Subscribed,77243,2022-01-12,2023-03-02
22872,25-34,Male,South America,Mobile,43,Drama,Subscribed,67875,2021-11-03,2022-05-11
22873,25-34,Male,Europe,Mobile,52,Sci-Fi,Not Subscribed,34309,2022-03-05,2024-06-14
22874,25-34,Male,Europe,TV,39,Thriller,Not Subscribed,38975,2023-01-31,2023-12-23
22875,45-54,Male,North America,Mobile,34,Action,Not Subscribed,94590,2022-05-09,2024-02-04
22876,35-44,Undisclosed,Asia,,16,Thriller,Subscribed,29072,2021-10-03,2024-01-23
22877,35-44,Female,South America,Mobile,11,Sci-Fi,Not Subscribed,83551,2022-01-14,2024-04-08
22878,25-34,Male,Africa,Tablet,53,Comedy,Subscribed,61632,2022-06-28,2023-02-27
22879,25-34,Undisclosed,North America,TV,41,Drama,Not Subscribed,68461,2022-10-29,2022-12-26
22880,18-24,Undisclosed,Africa,Tablet,53,Comedy,Not Subscribed,94973,2023-01-18,2024-05-11
22881,35-44,Female,Africa,Mobile,46,Sci-Fi,Not Subscribed,33787,2022-08-05,
22882,55+,,Europe,Mobile,45,Sci-Fi,Not Subscribed,94672,2022-04-09,2022-09-19
22883,18-24,Undisclosed,South America,Mobile,60,Action,Subscribed,11831,2022-10-24,2024-09-01
22884,25-34,Male,Asia,TV,27,Sci-Fi,Not Subscribed,86653,2022-01-22,2023-04-14
22885,18-24,,South America,Mobile,42,Thriller,Not Subscribed,15414,2022-08-05,
22886,35-44,Male,South America,Mobile,56,Thriller,Not Subscribed,71489,2023-02-23,2024-01-14
22887,35-44,Female,North America,Mobile,11,Action,Not Subscribed,10648,2023-01-14,
22888,25-34,Undisclosed,North America,,28,Thriller,Not Subscribed,73685,2023-04-21,2023-10-02
22889,55+,Female,South America,Tablet,22,Drama,Not Subscribed,49221,2022-11-20,2023-12-16
22890,35-44,Female,Asia,Tablet,30,Thriller,Not Subscribed,36426,2022-03-08,2024-04-23
22891,18-24,,South America,Tablet,21,Action,Subscribed,72002,2022-01-20,2022-02-12
22892,55+,Male,Africa,Tablet,27,Fantasy,Subscribed,20891,2022-11-04,2023-05-05
22893,18-24,Male,North America,TV,10,Action,Not Subscribed,79848,2022-08-22,
22894,18-24,Female,Europe,Tablet,4,Fantasy,Not Subscribed,72228,2022-11-16,
22895,55+,,Africa,Mobile,7,Action,Not Subscribed,12077,2021-10-28,2023-09-14
22896,35-44,Male,Europe,TV,54,Comedy,Subscribed,3262,2022-08-04,
22897,18-24,Female,South America,TV,24,Comedy,Subscribed,16474,2022-01-29,
22898,25-34,Undisclosed,South America,Tablet,9,Comedy,Subscribed,53982,2022-12-23,
22899,45-54,Undisclosed,Asia,Mobile,11,Drama,Subscribed,39694,2023-07-13,
22900,25-34,Female,Africa,TV,40,Comedy,Not Subscribed,8438,2022-01-04,2022-02-28
22901,55+,Undisclosed,Europe,Tablet,49,Fantasy,Not Subscribed,67514,2022-07-09,
22902,45-54,Undisclosed,Europe,Tablet,56,Fantasy,Not Subscribed,98303,2021-09-24,2022-08-15
22903,35-44,Female,South America,,32,Action,Not Subscribed,97765,2023-02-11,
22904,45-54,Male,Europe,TV,47,Thriller,Subscribed,56472,2023-09-01,
22905,55+,Female,North America,Mobile,16,Thriller,Not Subscribed,75597,2022-01-18,
22906,45-54,Female,North America,TV,4,Comedy,Not Subscribed,45418,2022-07-31,2024-05-18
22907,55+,Male,Europe,Mobile,16,Drama,Not Subscribed,99834,2022-06-16,
22908,35-44,Male,South America,Tablet,19,Drama,Not Subscribed,54795,2023-04-22,2024-06-19
22909,18-24,Female,Africa,TV,28,Drama,Not Subscribed,83358,2022-02-02,2024-07-18
22910,18-24,Male,North America,TV,30,Sci-Fi,Not Subscribed,47669,2021-10-16,
22911,18-24,Female,Asia,,38,Thriller,Not Subscribed,10206,2023-01-20,
22912,35-44,Undisclosed,Asia,TV,1,Comedy,Not Subscribed,47575,2022-04-09,2023-03-29
22913,45-54,Female,South America,TV,12,Fantasy,Not Subscribed,21406,2023-05-01,2024-03-06
22914,35-44,Undisclosed,Europe,TV,20,Thriller,Subscribed,40259,2023-01-02,2023-04-03
22915,55+,Female,Europe,Tablet,53,Comedy,Subscribed,1955,2023-07-05,2023-08-27
22916,18-24,Female,Asia,Tablet,15,Drama,Not Subscribed,57520,2023-08-07,2023-08-23
22917,45-54,Undisclosed,Europe,Tablet,48,Comedy,Not Subscribed,67153,2021-09-17,
22918,18-24,,North America,Mobile,56,Comedy,Not Subscribed,13385,2022-11-30,2023-08-13
22919,35-44,Female,North America,Tablet,56,Comedy,Subscribed,19595,2021-09-30,
22920,55+,Female,North America,TV,8,Comedy,Subscribed,34721,2023-03-09,2023-06-06
22921,18-24,Undisclosed,Asia,,60,Action,Not Subscribed,86746,2023-06-27,
22922,55+,Undisclosed,Europe,TV,28,Fantasy,Not Subscribed,56523,2021-12-26,2023-06-24
22923,18-24,Female,Africa,Tablet,25,Sci-Fi,Not Subscribed,2452,2023-01-22,2024-07-20
22924,45-54,Male,North America,TV,25,Sci-Fi,Not Subscribed,39099,2021-10-01,
22925,55+,Male,North America,Mobile,43,Thriller,Not Subscribed,51025,2021-12-19,
22926,35-44,Male,Asia,TV,42,Sci-Fi,Not Subscribed,34534,2022-06-17,
22927,55+,Undisclosed,South America,Mobile,37,Comedy,Not Subscribed,62612,2021-10-17,
22928,55+,Male,South America,,15,Thriller,Not Subscribed,67047,2022-05-05,
22929,25-34,Undisclosed,Africa,Tablet,2,Thriller,Subscribed,97680,2023-08-14,2024-02-26
22930,35-44,Male,Europe,Mobile,52,Action,Not Subscribed,66106,2023-05-05,2023-09-12
22931,18-24,Undisclosed,Europe,Mobile,50,Thriller,Not Subscribed,40861,2022-09-01,
22932,55+,Male,North America,Tablet,17,Comedy,Not Subscribed,30772,2021-10-01,
22933,55+,Male,Africa,,49,Comedy,Not Subscribed,33839,2022-02-24,2022-07-28
22934,18-24,Female,North America,,48,Drama,Subscribed,73082,2023-08-11,2024-08-29
22935,55+,Male,Asia,Mobile,20,Comedy,Subscribed,63000,2022-03-10,2023-06-28
22936,18-24,Undisclosed,Africa,,42,Thriller,Not Subscribed,30752,2023-04-03,2024-04-07
22937,25-34,Male,Africa,Tablet,26,Fantasy,Not Subscribed,52898,2022-03-10,2024-01-25
22938,35-44,,South America,TV,12,Sci-Fi,Not Subscribed,3992,2022-04-12,
22939,18-24,Male,Europe,TV,25,Thriller,Not Subscribed,28357,2022-11-13,
22940,25-34,Male,Africa,Tablet,7,Sci-Fi,Not Subscribed,65582,2021-10-08,2024-09-10
22941,45-54,Female,North America,TV,29,Thriller,Not Subscribed,10287,2022-09-21,2024-02-20
22942,55+,Male,South America,Mobile,8,Comedy,Not Subscribed,86346,2022-03-14,2023-11-01
22943,35-44,,North America,TV,19,Drama,Not Subscribed,72521,2022-07-06,2023-08-21
22944,18-24,Male,South America,Tablet,48,Fantasy,Subscribed,87380,2022-08-28,
22945,55+,Male,Africa,Tablet,12,Drama,Subscribed,94004,2022-12-23,
22946,25-34,Undisclosed,Africa,Mobile,54,Drama,Subscribed,55088,2023-08-11,2023-12-20
22947,18-24,Female,Africa,Tablet,39,Action,Not Subscribed,95261,2022-06-09,
22948,45-54,Male,Europe,Mobile,26,Action,Not Subscribed,37837,2022-02-04,
22949,25-34,,Europe,,28,Drama,Not Subscribed,54483,2022-05-01,
22950,18-24,Female,Asia,TV,57,Thriller,Not Subscribed,28248,2021-12-26,2023-08-18
22951,35-44,Female,South America,,57,Comedy,Not Subscribed,16213,2021-10-11,
22952,35-44,Male,North America,Tablet,18,Thriller,Not Subscribed,3198,2023-07-22,2023-10-16
22953,45-54,Undisclosed,Asia,Mobile,16,Thriller,Not Subscribed,10270,2022-11-12,2023-06-20
22954,25-34,,North America,,52,Comedy,Not Subscribed,9564,2023-03-30,2024-09-05
22955,25-34,Female,North America,Mobile,31,Comedy,Not Subscribed,52041,2023-07-29,2024-06-19
22956,45-54,Female,Africa,Tablet,57,Drama,Subscribed,19650,2022-04-08,
22957,25-34,Male,South America,TV,38,Drama,Not Subscribed,22351,2023-07-21,2023-08-29
22958,18-24,Female,Africa,Tablet,21,Drama,Not Subscribed,41054,2022-12-07,
22959,18-24,Undisclosed,Asia,Mobile,26,Thriller,Subscribed,66448,2022-08-24,
22960,18-24,Undisclosed,South America,,23,Fantasy,Not Subscribed,20187,2023-07-02,
22961,55+,,Asia,TV,33,Comedy,Not Subscribed,65551,2023-07-27,
22962,18-24,Male,North America,TV,5,Comedy,Not Subscribed,77799,2022-02-23,
22963,45-54,Female,Africa,Mobile,49,Thriller,Subscribed,13023,2023-01-02,2023-02-21
22964,45-54,,South America,Tablet,43,Fantasy,Not Subscribed,54539,2021-11-10,
22965,25-34,Male,Africa,Tablet,55,Thriller,Not Subscribed,64429,2022-01-09,
22966,25-34,Male,Asia,TV,24,Thriller,Subscribed,81969,2022-09-16,
22967,25-34,Female,North America,Mobile,27,Sci-Fi,Not Subscribed,32568,2021-10-12,
22968,18-24,Female,Europe,TV,35,Comedy,Not Subscribed,5764,2022-07-24,2022-09-10
22969,25-34,Male,North America,TV,1,Thriller,Not Subscribed,20345,2022-10-05,2023-06-19
22970,18-24,Male,South America,TV,11,Fantasy,Not Subscribed,72890,2021-10-29,
22971,35-44,Undisclosed,Asia,Tablet,30,Action,Not Subscribed,33657,2021-12-11,2024-02-13
22972,25-34,Undisclosed,Asia,,28,Sci-Fi,Not Subscribed,33437,2022-09-19,
22973,55+,Undisclosed,Africa,Tablet,43,Comedy,Not Subscribed,47051,2022-07-06,2024-04-17
22974,25-34,Female,Asia,Mobile,29,Thriller,Subscribed,6139,2023-05-22,
22975,55+,Female,South America,,4,Thriller,Not Subscribed,29361,2021-11-24,
22976,55+,Undisclosed,Europe,,51,Comedy,Not Subscribed,61272,2022-07-12,
22977,18-24,Undisclosed,North America,TV,2,Fantasy,Not Subscribed,56439,2022-03-02,
22978,18-24,,Europe,TV,9,Thriller,Not Subscribed,69534,2023-08-01,
22979,25-34,Male,Africa,TV,7,Action,Subscribed,21083,2021-11-17,
22980,45-54,Male,Europe,Tablet,47,Action,Not Subscribed,91819,2023-02-04,2024-04-05
22981,35-44,Undisclosed,Asia,Mobile,35,Thriller,Not Subscribed,5227,2022-12-11,
22982,45-54,,South America,Mobile,47,Action,Not Subscribed,38156,2022-08-23,2024-01-13
22983,55+,Male,Asia,TV,47,Comedy,Subscribed,57331,2022-06-07,
22984,25-34,Female,Africa,,31,Sci-Fi,Not Subscribed,9938,2023-03-12,2024-06-03
22985,55+,Male,North America,,11,Drama,Not Subscribed,95903,2023-07-22,2024-02-01
22986,35-44,Male,Europe,Mobile,14,Comedy,Not Subscribed,59441,2022-11-09,2022-12-09
22987,35-44,Female,Africa,Tablet,45,Thriller,Subscribed,36494,2022-10-28,
22988,45-54,Undisclosed,North America,Mobile,12,Comedy,Not Subscribed,96616,2022-03-03,
22989,45-54,Undisclosed,Europe,TV,1,Action,Not Subscribed,71949,2022-12-30,
22990,25-34,Undisclosed,Africa,,7,Fantasy,Subscribed,22618,2022-11-25,2023-12-24
22991,35-44,Undisclosed,Europe,TV,13,Thriller,Not Subscribed,16231,2022-05-19,2023-10-26
22992,45-54,Undisclosed,Asia,Tablet,52,Fantasy,Not Subscribed,79745,2021-11-14,2024-03-17
22993,45-54,,Africa,Tablet,23,Sci-Fi,Subscribed,26077,2023-03-31,
22994,18-24,Female,South America,TV,1,Comedy,Not Subscribed,58840,2021-09-17,
22995,55+,Female,Africa,,16,Drama,Not Subscribed,26732,2022-06-20,
22996,35-44,Male,North America,TV,10,Action,Subscribed,38582,2023-07-10,
22997,25-34,Undisclosed,South America,Mobile,16,Thriller,Not Subscribed,49765,2022-04-10,2022-05-29
22998,25-34,Female,Asia,,43,Comedy,Subscribed,48158,2023-08-27,2024-01-21
22999,45-54,Female,Asia,Tablet,13,Fantasy,Not Subscribed,67263,2022-02-06,
23000,18-24,Undisclosed,South America,TV,9,Comedy,Not Subscribed,78116,2023-07-19,
23001,35-44,,Europe,TV,24,Thriller,Not Subscribed,38495,2022-04-06,
23002,35-44,Male,South America,TV,60,Fantasy,Not Subscribed,59050,2022-09-13,
23003,45-54,Undisclosed,Asia,TV,32,Action,Subscribed,74127,2022-05-21,
23004,25-34,Female,Africa,Mobile,20,Fantasy,Not Subscribed,91865,2023-04-12,
23005,35-44,Female,North America,TV,12,Drama,Subscribed,86892,2022-03-28,
23006,55+,Undisclosed,Africa,TV,44,Drama,Not Subscribed,45931,2023-02-06,
23007,55+,Female,Asia,,58,Drama,Subscribed,43657,2022-03-16,
23008,25-34,Male,North America,TV,24,Fantasy,Not Subscribed,76574,2022-08-06,
23009,25-34,Female,Europe,TV,58,Action,Subscribed,6760,2023-05-10,2023-08-21
23010,25-34,Female,South America,TV,32,Drama,Not Subscribed,57165,2022-10-01,2023-07-17
23011,25-34,Undisclosed,Africa,Mobile,30,Drama,Subscribed,89611,2021-10-13,2023-05-05
23012,55+,Undisclosed,Asia,Tablet,36,Fantasy,Not Subscribed,90645,2021-10-15,2022-02-25
23013,55+,Female,South America,Tablet,42,Drama,Subscribed,65654,2023-05-07,
23014,18-24,Male,North America,TV,31,Sci-Fi,Not Subscribed,69165,2022-12-25,
23015,35-44,Male,North America,,15,Sci-Fi,Subscribed,29714,2023-07-23,2024-05-02
23016,18-24,Female,South America,Tablet,28,Sci-Fi,Subscribed,31355,2023-01-11,2023-03-06
23017,18-24,Male,South America,Tablet,47,Sci-Fi,Not Subscribed,62304,2023-07-25,
23018,18-24,Undisclosed,North America,Tablet,14,Sci-Fi,Not Subscribed,38953,2023-08-10,
23019,25-34,Male,Europe,Mobile,20,Action,Not Subscribed,52999,2022-12-12,2023-10-26
23020,45-54,,Europe,TV,46,Sci-Fi,Not Subscribed,76949,2022-11-09,2024-04-22
23021,45-54,Female,North America,TV,25,Sci-Fi,Subscribed,94053,2022-11-06,
23022,18-24,Female,Africa,,53,Thriller,Subscribed,44349,2022-05-11,2024-06-07
23023,25-34,Male,Africa,Mobile,60,Drama,Not Subscribed,12307,2022-03-31,2024-03-25
23024,25-34,Female,North America,Mobile,37,Fantasy,Not Subscribed,68472,2022-02-20,
23025,35-44,Female,Europe,Mobile,20,Thriller,Not Subscribed,31279,2022-04-16,
23026,25-34,Male,Asia,Mobile,46,Comedy,Subscribed,61648,2023-09-08,
23027,45-54,Undisclosed,Asia,Mobile,41,Thriller,Subscribed,2736,2022-07-28,
23028,45-54,Undisclosed,Europe,Mobile,30,Drama,Not Subscribed,91246,2023-04-01,2023-05-26
23029,55+,Female,Europe,Tablet,53,Comedy,Not Subscribed,60284,2022-06-22,
23030,45-54,Undisclosed,Africa,Tablet,51,Action,Subscribed,15137,2023-08-13,2024-04-02
23031,35-44,Undisclosed,South America,TV,31,Comedy,Not Subscribed,91234,2022-06-05,
23032,18-24,,Europe,Tablet,49,Thriller,Not Subscribed,36191,2022-03-10,
23033,25-34,Female,South America,TV,4,Fantasy,Not Subscribed,64586,2022-05-07,
23034,18-24,Male,North America,TV,45,Thriller,Not Subscribed,49304,2022-12-27,2023-06-03
23035,35-44,Female,North America,TV,26,Thriller,Subscribed,42161,2023-01-09,
23036,55+,Female,Africa,Tablet,5,Sci-Fi,Not Subscribed,87861,2023-01-29,2024-01-06
23037,25-34,Male,Asia,Mobile,4,Action,Not Subscribed,51240,2022-01-12,
23038,18-24,,Europe,TV,3,Fantasy,Not Subscribed,97769,2022-08-06,
23039,25-34,Undisclosed,Africa,TV,51,Sci-Fi,Not Subscribed,99691,2022-03-08,
23040,18-24,Undisclosed,North America,Tablet,43,Fantasy,Not Subscribed,54882,2022-07-15,
23041,45-54,Female,Africa,Tablet,11,Comedy,Subscribed,58541,2022-03-22,
23042,18-24,Male,Africa,TV,32,Drama,Not Subscribed,17538,2023-08-04,
23043,55+,,Asia,Tablet,54,Drama,Not Subscribed,94425,2021-12-25,2024-05-20
23044,18-24,Male,Europe,TV,25,Comedy,Not Subscribed,41463,2023-06-04,
23045,18-24,Undisclosed,Europe,Mobile,50,Sci-Fi,Subscribed,15015,2023-03-06,
23046,55+,Male,Africa,TV,35,Action,Not Subscribed,84711,2023-08-19,2024-02-22
23047,18-24,Female,Asia,TV,16,Fantasy,Not Subscribed,10940,2023-01-16,
23048,18-24,Male,Asia,TV,24,Comedy,Not Subscribed,11616,2022-05-17,2024-06-25
23049,18-24,Undisclosed,Europe,Tablet,55,Action,Not Subscribed,37208,2021-10-04,2022-09-08
23050,45-54,Female,North America,Tablet,4,Thriller,Not Subscribed,33248,2021-12-05,2021-12-22
23051,55+,Female,Africa,Tablet,50,Thriller,Not Subscribed,34661,2023-07-01,
23052,45-54,Male,Asia,Tablet,27,Sci-Fi,Not Subscribed,71557,2022-07-20,2024-03-18
23053,45-54,,Africa,TV,5,Thriller,Not Subscribed,66244,2023-05-30,2023-11-25
23054,25-34,,Europe,TV,34,Action,Subscribed,9607,2023-08-16,2024-03-11
23055,18-24,Male,Africa,Tablet,45,Fantasy,Not Subscribed,16214,2023-03-17,2024-08-21
23056,18-24,Undisclosed,Asia,Tablet,48,Comedy,Not Subscribed,36454,2022-07-05,
23057,18-24,Undisclosed,Europe,TV,30,Sci-Fi,Not Subscribed,57217,2021-10-17,2022-11-27
23058,35-44,Male,North America,Mobile,20,Thriller,Subscribed,70599,2023-01-07,
23059,45-54,Undisclosed,South America,Mobile,8,Sci-Fi,Subscribed,16574,2023-06-17,
23060,55+,Undisclosed,Asia,Mobile,43,Comedy,Not Subscribed,31444,2021-10-29,2022-02-25
23061,35-44,Male,Asia,,26,Thriller,Subscribed,9394,2021-12-07,
23062,45-54,Male,Asia,TV,27,Sci-Fi,Not Subscribed,72494,2022-11-28,
23063,55+,Undisclosed,Europe,Tablet,36,Sci-Fi,Not Subscribed,53079,2023-04-18,
23064,18-24,,Africa,Mobile,23,Comedy,Subscribed,56216,2022-05-22,2023-11-13
23065,45-54,Male,North America,Tablet,39,Comedy,Subscribed,76650,2022-04-12,
23066,45-54,Female,North America,Tablet,27,Comedy,Not Subscribed,97521,2023-07-27,2024-06-24
23067,18-24,Undisclosed,Europe,Mobile,29,Fantasy,Subscribed,97981,2022-12-31,
23068,18-24,Male,Africa,Tablet,23,Thriller,Not Subscribed,26373,2022-01-29,2023-06-16
23069,45-54,Female,South America,Mobile,31,Comedy,Subscribed,83491,2023-08-12,2024-03-04
23070,18-24,Undisclosed,Africa,Mobile,2,Thriller,Not Subscribed,97203,2022-08-09,
23071,25-34,Male,South America,Mobile,59,Action,Not Subscribed,12096,2022-03-12,
23072,18-24,,Europe,Tablet,48,Drama,Not Subscribed,29819,2022-01-16,
23073,25-34,Male,Africa,TV,15,Action,Not Subscribed,68610,2022-08-23,
23074,18-24,Undisclosed,Asia,Tablet,34,Sci-Fi,Not Subscribed,50784,2023-04-18,
23075,45-54,Female,Asia,Mobile,10,Drama,Not Subscribed,26949,2022-11-01,
23076,35-44,Undisclosed,Europe,Tablet,55,Thriller,Not Subscribed,74980,2022-11-26,
23077,25-34,Female,North America,Tablet,7,Drama,Not Subscribed,76458,2022-07-14,
23078,18-24,Male,South America,TV,17,Comedy,Not Subscribed,81242,2022-03-23,
23079,18-24,Male,South America,,31,Comedy,Not Subscribed,24499,2022-05-16,2022-12-27
23080,18-24,Male,Africa,Mobile,46,Action,Not Subscribed,46033,2023-06-05,2023-06-30
23081,35-44,,North America,Mobile,33,Thriller,Not Subscribed,96894,2023-09-05,
23082,55+,Undisclosed,South America,Mobile,22,Fantasy,Subscribed,72516,2021-11-14,
23083,55+,,Europe,Tablet,3,Fantasy,Not Subscribed,18317,2023-07-24,
23084,25-34,Female,North America,Mobile,40,Fantasy,Not Subscribed,48862,2021-10-01,2021-12-09
23085,55+,Undisclosed,Asia,Tablet,30,Fantasy,Not Subscribed,93330,2022-12-05,2023-12-25
23086,35-44,Male,South America,Mobile,5,Comedy,Subscribed,23031,2023-05-14,
23087,45-54,Female,Asia,Mobile,3,Fantasy,Not Subscribed,75222,2023-01-12,2024-07-21
23088,45-54,Undisclosed,Europe,Mobile,60,Sci-Fi,Not Subscribed,92652,2022-10-23,
23089,35-44,Undisclosed,Asia,TV,47,Action,Not Subscribed,50270,2022-12-24,
